1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Fungus,Terrestrial,Forest / Jungle,Very Common,Solitary (1-2),Average (25cm-1m),Colonial Mass,None,Advantageous,Smooth,Green,N/A,Smooth,Silver,N/A,Waxy,Yellow,N/A,None,Terminal,Ovate (Egg Wide at Base),Dentate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Blue,N/A,Seeds,Spore,Wind,Pairs,Bell,Huge (>10cm),Oval,Scaly,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Yellow,Stripes,0,2-4,Decay,Light,Non-Sentient,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Fungus,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,None,Smooth,Green,N/A,Smooth,White & Black,Luminescent,Scaly,Gold,N/A,Needles,Terminal,Pedate (Palmate Divided Latteral Lobes),Smooth,Scaly & Waxy,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Scaly,Yellow,N/A,Seeds,Spore,Animal,Bunches,Spike,Huge (>10cm),Oval,Velvety,Random Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Violet,Night Blooming,0,5+,Decay,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Aquatic,Salt Water,Rare,Large Patch (120+),Average (25cm-1m),Stem / Trunk & Multiple Stems / Trunks,Radial,Tap,Smooth,Blue,N/A,Scaly,Green,N/A,Smooth,Green,N/A,Broad,Branch Points,Digitate (Finger-Like Lobes),Sinuate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Green,N/A,Budding / Fragmentation,Grain,Wind,Spray,Funnel,Small (5-10mm),Wavy,Velvety,Random Interval,Sweet,Perennial (Yearly),Smooth,Violet,Stripes,1-3,5+,Parasitic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Medicinal / Other,Ground,Antispasmodic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Herbaceous,Aquatic,Brackish,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Waxy,Red & Yellow,Stripes,Flaky,Green,N/A,Smooth,Yellow,N/A,Compound,Terminal,Lanceolate (Pointed at Both Ends),Ciliate,Waxy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Brown,N/A,Budding / Fragmentation,Fruit,Gravity,Pairs,Complex,Small (5-10mm),Feathery,Waxy,Regular Interval,Foul,Perennial (Yearly),Smooth,Copper,Stripes & Mimicry,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Essence,Appetizer,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Stem / Trunk,Radial,Rhizoid,Smooth,Black,N/A,Smooth,Gold,N/A,Smooth,White,N/A,Broad,Branch Points,Rhomboid (Diamond),Lobate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Budding / Fragmentation,Grain,Animal,Compound,Spike,Small (5-10mm),Curly,Sticky,Branch Points,Foul,Annual (Once),Smooth,Black,Night Closing,10+,2-4,Symbiotic,Touch,Non-Sentient,N/A,Medicinal / Other,Ground,Hallucinogen,Medicinal / Other,Decoction,Vermifuge,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Waxy,Brown,N/A,Scaly,Grey,N/A,Smooth,Silver,N/A,Compound,Branch Points,Linear (Parallel Margins & Elongate),Serate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Smooth,Green,N/A,Suckers,Fruit,Wind,Compound,Spike,Small (5-10mm),Wavy,Waxy,Stem / Trunk,Sweet,Annual (Once),Smooth,Grey,Blushed,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Whole,Oil,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Analgesic,Edible,Raw,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,None,Rhizoid,Other,Brown & Blue,Mottled,Smooth,Violet,N/A,Scaly,Green,N/A,Needles,Terminal,Palmate (Hand-Like),Smooth,Hairy,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Green,N/A,Seeds,Grain,Water,Spray,Funnel,Large (5-10cm),Wavy,Waxy,Random Interval & Regular Interval,Other / Specific,Poly-Annual (2-7 Years),Smooth,Copper,Spotted,0,5+,Decay,Light,Non-Sentient,N/A,Medicinal / Other,Juice,Appetizer,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Small Patch (1-12),Small (5-25cm),Creeper Vine,Radial,Tap,Other,Silver,N/A,Other,Orange,N/A,Waxy,Blue,N/A,Broad,Random Interval,Obovate (Egg Narrow at Base),Denticulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Red,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Infusion,Disinfectant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Edible,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Radial,Rhizoid,Other,Black,N/A,Smooth,Red,N/A,Waxy,White,N/A,Compound,Terminal,Spear-Shaped (Pointed Barbbed-Base),Undulate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Waxy,Red & Yellow,Solid,Seeds,Fruit,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Oxytocic,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Ointment,Analgesic,
Woody,Terrestrial,Forest / Jungle,Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Rhizoid,Smooth,Brown,N/A,Scaly,White,N/A,Smooth,Orange,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends),Serate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Scaly,Yellow,N/A,Seeds,Grain,Water,Spray,Complex,Small (5-10mm),Blade,Hairy,Regular Interval,Sweet,Other,Scaly,Green,Solid,4-9,5+,Predaceous,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah & Marsh / Swamp / Bog,Common,Large Patch (120+),Huge (>10m),Stem / Trunk,Ordered,Fibrous,Flaky,Green,N/A,Other,Silver,N/A,Smooth,Green,N/A,Broad,Branch Points,Reniform (Kidney),Denticulate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Scaly,White,N/A,Seeds,Fruit,Animal,Single,Bell,Avg. (1-5cm),Toothed,Velvety,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Copper & Gold,Phases & Solid,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Infusion,Depressant,Edible,Raw,N/A,Medicinal / Other,Wash,Purgative,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Small (5-25cm),Colonial Mass,None,Tubers,Smooth,Green,N/A,Smooth,Copper,N/A,Smooth,Violet,N/A,Scales,Terminal,Poly-Foliate (2-7 Leaflets),Serate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Blue,N/A,Other,Other,Animal,Pairs,Funnel,Avg. (1-5cm),Blade & Oval,Velvety,Branch Points,Foul,Poly-Annual (2-7 Years),Smooth,Silver,Solid,4-9,2-4,Decay,None,Non-Sentient,N/A,Nutritious / Tasty,Steeped,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Essence,Re-Roll,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Smooth,Gold,N/A,Smooth,Green,N/A,Waxy,Green,N/A,Compound,Random Interval,Falcate (Sickle),Serrulate & Serrulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Scaly,Red,N/A,Seeds,Fruit,Other,Pairs,Bell,Large (5-10cm),Oval,Sticky,Regular Interval,Sweet,Perennial (Yearly),Rough,Copper,Night Blooming,1-3,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Powder,Antilithic,Medicinal / Other,Powder,Sialagogue,Medicinal / Other,Grated,Emetic,N/A,N/A,N/A,Medicinal / Other,Syrup,Anthelmintic,Edible,Roasted,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Fibrous,Smooth,Green,N/A,Flaky,Silver,N/A,Smooth,Grey,N/A,Compound,Terminal,Lobed (Deeply Indented Margins),Sinuate & Smooth,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Rough,Brown,N/A,Seeds,Fruit,Water,Single,Funnel,Small (5-10mm),Wavy,Veined,Branch Points,None,Annual (Once),Scaly,Green,Phases,4-9,2-4,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Infusion,Specific,Edible,Steeped,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Astringent,
Woody,Terrestrial,Desert / Waste,Very Common,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,Radial,Fibrous,Smooth,Violet,N/A,Rough,Blue,N/A,Rough,Yellow,N/A,Needles,Branch Points,Digitate (Finger-Like Lobes),Lobate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Flaky,Violet,N/A,Seeds,Nut,Animal,Spray,Bell,Large (5-10cm),Curly,Velvety,Regular Interval,Foul,Poly-Annual (2-7 Years),Waxy,Green,Blushed,1-3,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Compress,Abortifacient,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Analgesic,Edible,Ground,N/A,
Woody,Terrestrial,Desert / Waste,Unique (Extremely Limited Area),Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Tap,Rough,Green,N/A,Flaky,Violet,N/A,Smooth,Brown,N/A,Compound,Random Interval,Lanceolate (Pointed at Both Ends),Smooth,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Green,N/A,Seeds,Fruit,Animal,Single,Bell,Small (5-10mm),Curly,Dusty,Regular Interval,Foul,Other,Scaly,Yellow,Solid,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Dried,N/A,Medicinal / Other,Cold Compress,Re-Roll,Non-Edible,N/A,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,Random,Advantageous,Waxy,Green,N/A,Smooth,Blue,N/A,Rough,Blue,N/A,Compound,Terminal,Falcate (Sickle),Spiny,Smooth,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Smooth,Orange & Yellow,Translucent,Seeds,Nut,Animal,Pairs,Bell,Tiny (<5mm),Oval,Waxy,Random Interval,Sweet,Annual (Once),Flaky,Yellow,Spotted,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Powder,Euphoriant,N/A,N/A,N/A,Medicinal / Other,Poultice,Anodyne,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Very Rare,Large Patch (120+),Average (25cm-1m),Colonial Mass,Radial,Fibrous,Waxy,Orange,N/A,Scaly,Green,N/A,Smooth,Blue,N/A,Blades,Regular Interval,Hastatae (Triangular Basal Lobes),Undulate & Sinuate,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Flaky,Black,N/A,Seeds,Fruit,Animal,Single,Funnel,Avg. (1-5cm),Wavy,Waxy,Regular Interval,Foul,Annual (Once),Smooth,Copper,Spotted,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Ground,Cathartic,Medicinal / Other,Grated,Detergent,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Re-Roll,Glue,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,Ordered,Tap,Waxy,Silver,N/A,Smooth,Black,N/A,Smooth,Yellow & Violet,Solid,Broad,Terminal,Lobed (Deeply Indented Margins),Lobate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Singles (1) & Singles (1),Smooth & Waxy,Yellow,N/A,Budding / Fragmentation,Grain,Gravity,Other,Cone,Huge (>10cm),Blade,Sticky,Terminal,Sweet,Annual (Once),Smooth,Violet,Translucent,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Infusion,Balsam,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Syrup,Fungicide,Medicinal / Other,Ground,Euphoriant,
Fungus,Sub-Terrestrial,Forest / Jungle & Forest / Jungle,Uncommon,Medium Patch (12-120),Small (5-25cm),Colonial Mass,Random,Rhizoid,Smooth,Green,N/A,Smooth,Brown,N/A,Smooth,Green,N/A,Compound,Terminal,Ovate (Egg Wide at Base),Dentate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Green,N/A,Seeds,Spore,Wind,Spray,Cone,Tiny (<5mm),Blade,Waxy,Random Interval,Musky,Poly-Annual (2-7 Years),Smooth,Orange,Patches,10+,2-4,Decay,Heat & Heat,Non-Sentient,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,
Algae,Sub-Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Smooth,Copper,N/A,Other,Grey,N/A,Compound,Random Interval,Flabellate (Fan Shaped),Smooth & Sinuate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Green & Green,Stripes,Budding / Fragmentation,Other,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Random,None,Smooth,Blue,N/A,Smooth,Red,N/A,Smooth,Grey,N/A,Compound,Terminal,Pinnatisect (Deep Opposite Lobing),Denticulate,Waxy & Smooth,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Waxy,Brown,N/A,Seeds,Fruit,Animal,Single,Funnel,Avg. (1-5cm),Oval,Waxy,Terminal,Sweet,Annual (Once),Smooth,Grey,Solid,10+,0,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Medicinal / Other,Poultice,Narcotic,Non-Edible,N/A,N/A,Medicinal / Other,Crushed,Antiseptic,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,Rhizoid,Smooth,Brown & Grey,Mottled,Flaky,Brown,N/A,Smooth,Blue,N/A,Compound,Terminal,Palmate (Hand-Like),Smooth,Waxy,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Smooth,Copper,N/A,Seeds,Spore,Wind,Spray,Funnel,Avg. (1-5cm),Toothed,Hairy,Stem / Trunk,Sweet,Perennial (Yearly),Smooth,Gold,Stripes,10+,5+,Decay,None,Non-Sentient,N/A,Edible,Ground,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Fungus,Terrestrial,Forest / Jungle,Unique (Extremely Limited Area),Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Flaky,Copper,N/A,Smooth,Orange & Green,Stripes,Flaky,Yellow,N/A,Broad,Terminal,Rhomboid (Diamond),Crenate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Orange,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Roasted,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Fibrous,Flaky,Grey,N/A,Waxy,Yellow,N/A,Waxy,Gold,N/A,Broad,Branch Points,Obcordate (Heart Stem at Point),Serate,Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Waxy,Red,N/A,Other,Grain,Animal,Single,Cone,Huge (>10cm),Wavy,Hairy,Branch Points & Random Interval,Musky,Annual (Once),Smooth,Orange,Solid,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Re-Roll,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Extract,Nervine,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Mountains,Rare,Large Patch (120+),Average (25cm-1m),Creeper Vine,Random,Fibrous,Rough,Green,N/A,Waxy,Red,N/A,Smooth,Black,N/A,Broad,Random Interval,Deltoid (Triangular),Undulate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Waxy,Copper,N/A,Seeds,Fruit,Water,Compound,Complex,Avg. (1-5cm),Toothed,Velvety,Random Interval,Sweet,Annual (Once),Smooth,Green,Phases,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Cold Extract,Antispasmodic,Medicinal / Other,Essence,Diuretic,Medicinal / Other,Infusion,Nauseant,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Nutritious / Tasty,Ground,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Radial,Tap,Other,Green & Blue,Blushed,Waxy,Green,N/A,Smooth,Brown,N/A,Broad,Branch Points,Aristate (Spine-Like Tip) & Orbicular (Circular),Smooth,Scaly,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Rough & Smooth,Yellow,N/A,Seeds,Fruit,Animal,Pairs,Cone,Avg. (1-5cm),Wavy,Waxy,Terminal,Sweet,Perennial (Yearly),Smooth,Green,Luminescent,0,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Euphoriant,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Emetic,Medicinal / Other,Wash,Antiscorbutic,
Herbaceous,Aquatic,Fresh Water,Very Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Smooth,Yellow,N/A,Smooth,White,N/A,Rough,Green,N/A,Blades,Branch Points,Lanceolate (Pointed at Both Ends),Serate,Sticky,Reticulate (Smaller Veins Forming a Network),Pairs (2),Smooth,Green,N/A,Suckers,Grain,Wind,Compound,Complex,Small (5-10mm),Oval,Hairy,Branch Points,Sweet,Annual (Once),Smooth,Gold,Mottled,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Tincture,Diuretic,N/A,N/A,N/A,Medicinal / Other,Vapor / Smoke,Aperient,Medicinal / Other,Syrup,Errihine,Medicinal / Other,Bath,Vermicide,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Waxy,Brown,N/A,Smooth,Silver,N/A,Smooth,Green,N/A,Compound,Branch Points,Cuneate (Wedge Accute Base),Serrulate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Red,N/A,Seeds,Grain,Wind,Bunches,Sphere,Small (5-10mm),Round,Smooth,Regular Interval,Foul,Perennial (Yearly),Scaly,Yellow,Solid,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Poultice,Rubefacient,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,None,Fibrous,Rough,Black,N/A,Waxy,Violet,N/A,Other,Gold,N/A,Blades,Terminal,Palmate (Hand-Like),Lobate,Smooth & Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Silver,N/A,Budding / Fragmentation,Grain,Wind,Bunches,Spike,Large (5-10cm),Wavy,Smooth,Terminal,Sweet,Poly-Annual (2-7 Years),Other,Red,Mottled,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Antipyretic,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Large Patch (120+),Small (5-25cm),Stem / Trunk,Random,Fibrous,Flaky,Copper,N/A,Smooth,Violet,N/A,Waxy,Green,N/A,Needles,Terminal,Ovate (Egg Wide at Base),Undulate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Rough,Brown,N/A,Seeds,Nut,Animal,Compound,Complex,Small (5-10mm),Curly,Waxy,Terminal,Other / Specific,Perennial (Yearly),Smooth,Green,Mimicry,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,
Fungus,Aquatic,Fresh Water,Very Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Smooth,Yellow,N/A,Smooth,Green,N/A,Smooth,Blue,N/A,Scales,Terminal,Lobed (Deeply Indented Margins),Lobate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Other,Violet,N/A,Seeds,Other,Wind,Spray,Bell,Large (5-10cm),Toothed,Hairy,Branch Points,None,Poly-Annual (2-7 Years),Smooth,Green,Translucent,0,2-4,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Ointment,Hepatic,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tap,Other,Green,N/A,Scaly,Green,N/A,Rough,Green,N/A,Compound,Terminal,Cordate (Heart Stem in Cleft),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Fruit,Animal,Pairs,Cone,Large (5-10cm),Oval,Smooth,Branch Points,Musky,Perennial (Yearly),Smooth,Brown,Blushed,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Fomentation,Antibiotic,Nutritious / Tasty,Raw,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Balsam,Edible,Steeped,N/A,
