1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Random,Fibrous,Waxy,Black,N/A,Smooth,Brown,N/A,Rough,Red,N/A,Broad,Branch Points,Ovate (Egg Wide at Base),Serrulate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Waxy,Green,N/A,Budding / Fragmentation,Grain,Gravity,Compound,Sphere,Small (5-10mm),Feathery,Veined,Branch Points,Sweet,Annual (Once),Smooth,Green,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Wash,Specific,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Whole,Mysical / Other,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Creeper Vine,Ordered,Tap,Other,Green,N/A,Smooth,Orange,N/A,Smooth,Grey,N/A,Broad,Regular Interval,Rhomboid (Diamond),Dentate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Blue,N/A,Suckers,Nut,Animal,Pairs,Funnel,Avg. (1-5cm),Round,Hairy,Random Interval,Sweet,Perennial (Yearly),Waxy,Silver,Solid,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Wash,Hypnotic,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Balsam,Non-Edible,N/A,N/A,
Woody,Terrestrial,Desert / Waste,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Smooth,Silver,N/A,Smooth,Yellow,N/A,Smooth,Blue,N/A,Compound,Stem / Trunk,Flabellate (Fan Shaped),Lobate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Scaly,Brown,N/A,Seeds,Nut,Water,Bunches,Disc,Large (5-10cm),Wavy,Velvety,Terminal,Foul,Poly-Annual (2-7 Years),Rough,White,Mimicry,1-3,1,Photo / Chemo-Synthetic,Light,Sentient,Instinctual,Non-Edible,N/A,N/A,Non-Edible & Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Small (5-25cm),Colonial Mass,Radial,Tap,Scaly,Green,N/A,Waxy,Black,N/A,Smooth,Blue & Green,Luminescent,Broad,Terminal,Ovate (Egg Wide at Base),Undulate & Smooth,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Green,N/A,Seeds,Fruit,Other,Bunches,Bell,Huge (>10cm),Oval,Velvety,Branch Points,Musky,Annual (Once),Scaly,Gold,Solid,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Syrup,Analgesic,Edible,Roasted,N/A,Medicinal / Other,Infusion,Disinfectant,N/A,N/A,N/A,Medicinal / Other,Rubbed,Digestive,Medicinal / Other,Rubbed,Adjuvant,
Woody,Terrestrial,Hills / Scrub,Very Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tap,Smooth,Violet,N/A,Scaly,Green & Green,Solid,Smooth,Black,N/A,Needles,Random Interval,Cordate (Heart Stem in Cleft),Ciliate,Sticky,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Rough,Yellow,N/A,Seeds,Nut,Gravity,Other,Disc,Avg. (1-5cm),Wavy,Smooth,Terminal,Sweet,Perennial (Yearly),Scaly,Yellow,Stripes,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Large (1-10m),Stem / Trunk,None,Fibrous,Smooth,Yellow,N/A,Smooth & Smooth,Green,N/A,Smooth,Green,N/A,Broad,Branch Points,Elliptic (Oval Small or No Point),Undulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Smooth,Brown,N/A,Suckers,Fruit,Animal,Compound,Disc,Avg. (1-5cm),Blade,Velvety,Random Interval,Sweet,Annual (Once),Smooth,Grey,Mottled & Solid,10+,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Cold Extract,Purgative,Medicinal / Other,Syrup,Aromatic,Medicinal / Other,Ointment,Disinfectant,Medicinal / Other,Ointment,Antiseptic,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Tubers,Smooth,White,N/A,Smooth,Brown,N/A,Smooth,Orange,N/A,Broad,Stem / Trunk,Rhomboid (Diamond),Sinuate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Suckers,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Antitussive,Medicinal / Other,Juice,Diaphoretic,
Fungus,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Smooth,White,N/A,Waxy,Green,N/A,Smooth,Green,N/A,Needles,Terminal,Cuneate (Wedge Accute Base),Dentate & Smooth,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Seeds,Spore,Animal,Spray,Sphere,Avg. (1-5cm),Wavy,Waxy,Branch Points,Foul,Poly-Annual (2-7 Years),Smooth,Yellow,Night Blooming,0,5+,Decay,None,Non-Sentient,N/A,Non-Edible & Medicinal / Other,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Scaly,Blue,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Compound,Branch Points,Flabellate (Fan Shaped),Sinuate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Rough,Orange,N/A,Seeds,Nut,Gravity,Single,Sphere,Tiny (<5mm),Curly & Round,Hairy,Terminal,Foul,Perennial (Yearly),Scaly,Grey,Mottled,0,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Flaky,Red,N/A,Rough,Gold,N/A,Smooth,Orange,N/A,Scales,Branch Points,Hastatae (Triangular Basal Lobes),Smooth,Smooth,Reticulate (Smaller Veins Forming a Network),Pairs (2),Flaky,Red,N/A,Seeds,Nut,Animal,Bunches,Bell,Large (5-10cm),Curly & Oval,Waxy,Terminal,Musky,Poly-Annual (2-7 Years),Smooth,Green,Solid,10+,5+,Decay,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Hydragogue,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Rare,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Flaky,White,N/A,Flaky,Yellow,N/A,Flaky,Copper,N/A,Blades,Terminal,Cordate (Heart Stem in Cleft),Serate,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Orange,N/A,Seeds,Fruit,Animal,Other,Spike,Avg. (1-5cm),Toothed,Sticky,Stem / Trunk,Musky,Poly-Annual (2-7 Years),Rough,Brown,Iridescent,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ointment,Vermicide,Nutritious / Tasty,Roasted,N/A,
Herbaceous,Aquatic,Brackish,Very Common,Small Patch (1-12),Huge (>10m),Creeper Vine,None,Fibrous,Waxy,Yellow,N/A,Rough,Yellow,N/A,Rough,Green,N/A,Compound,Regular Interval,Digitate (Finger-Like Lobes),Sinuate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Green,N/A,Suckers,Grain,Wind,Bunches,Cone,Avg. (1-5cm),Oval,Smooth,Random Interval,Sweet,Perennial (Yearly),Smooth,Yellow,Solid,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Mysical / Other,Medicinal / Other,Wash,Vesicant,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Ground,Acrid,
Herbaceous,Aquatic,Salt Water,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Tubers,Smooth & Smooth,Copper & White,Spotted,Smooth,White,N/A,Smooth,Brown,N/A,Compound,Terminal,Orbicular (Circular),Smooth,Sticky,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Black,N/A,Seeds,Grain,Gravity,Compound,Complex,Small (5-10mm),Blade,Veined,Random Interval,Sweet,Annual (Once),Smooth,Blue & Silver,Solid,0,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Refridgerant,Medicinal / Other,Infusion,Antifungal,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Balsam,Medicinal / Other,Syrup,Abortifacient,
Woody,Terrestrial,Forest / Jungle & Plains / Savannah,Rare,Medium Patch (12-120),Large (1-10m),Creeper Vine,Radial,Fibrous,Flaky,Orange,N/A,Scaly,Violet,N/A,Smooth,Gold,N/A,Compound,Branch Points,Deltoid (Triangular),Dentate,Hairy,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Scaly,Red,N/A,Seeds,Fruit,Gravity,Pairs,Bell,Avg. (1-5cm),Blade,Smooth,Terminal,Sweet,Perennial (Yearly),Smooth,Copper,Phases,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Cold Compress,Re-Roll,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Juice,Re-Roll,Medicinal / Other,Tincture,Alterative,Nutritious / Tasty,Roasted,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,Bulb,Smooth,Green,N/A,Smooth,Black,N/A,Smooth,Green,N/A,Blades,Terminal,Cordate (Heart Stem in Cleft),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Rough,Gold,N/A,Seeds & Suckers,Grain,Wind,Pairs,Bell,Small (5-10mm),Blade,Velvety,Regular Interval,Musky,Annual (Once),Other,Grey,Spotted,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Grated,Fungicide,Medicinal / Other,Vapor / Smoke,Antiperodic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Abortifacient,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,None,Rhizoid,Smooth,White,N/A,Waxy,Copper,N/A,Waxy,Grey,N/A,Broad,Terminal,Acuminate (Taper to Long Point),Sinuate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Rough,Red,N/A,Budding / Fragmentation,Spore,Animal,Compound,Complex,Tiny (<5mm),Curly,Veined,Terminal,Foul,Poly-Annual (2-7 Years),Smooth,Green,Patches,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Grated,Diaphoretic,Medicinal / Other,Cold Extract,Emetic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Vermicide,Medicinal / Other,Crushed,Diaphoretic,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,None,Fibrous,Smooth,Black,N/A,Smooth,Green,N/A,Smooth,Blue & White,Spotted,Broad,Branch Points,Digitate (Finger-Like Lobes),Undulate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Other,Gold,N/A,Suckers,Spore,Animal,Compound,Spike,Avg. (1-5cm),Oval,Veined,Branch Points,Sweet,Perennial (Yearly),Scaly,Yellow,Blushed,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Cold Extract,Mysical / Other,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Juice,Emetic,Medicinal / Other,Ground,Re-Roll,
Woody,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Rough,Yellow,N/A,Smooth,Green,N/A,Scaly,Silver,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends) & Truncate (Squared off Apex),Sinuate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Wind,Pairs,Spike,Large (5-10cm),Curly,Hairy,Regular Interval,Sweet,Perennial (Yearly),Flaky,Green,Mottled,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Very Rare,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Bulb,Flaky,Yellow,N/A,Smooth,Yellow,N/A,Rough,Orange,N/A,Broad,Branch Points,Linear (Parallel Margins & Elongate),Smooth,Hairy,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Waxy,Blue,N/A,Seeds,Fruit,Animal,Single,Cone,Small (5-10mm),Blade,Hairy,Branch Points,None,Poly-Annual (2-7 Years),Smooth,Violet,Stripes,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Juice,Insecticide,Medicinal / Other,Infusion,Astringent,Edible,Raw,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Grated,Calmative,
Fungus,Sub-Terrestrial,Plains / Savannah,Common,Solitary (1-2),Large (1-10m),Stem / Trunk,Random,Tubers,Other,Yellow,N/A,Smooth,Brown,N/A,Smooth,Blue,N/A,Compound & Broad,Terminal,Deltoid (Triangular),Smooth,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Waxy & Smooth,Green,N/A,Suckers,Other,Wind,Spray,Complex,Avg. (1-5cm),Curly,Sticky,Terminal,Musky,Poly-Annual (2-7 Years),Smooth,Green,Night Blooming,4-9,5+,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Infusion,Anodyne,Edible,Ground,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Mountains,Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Flaky,Brown,N/A,Smooth,Yellow,N/A,Rough,Green,N/A,Compound,Random Interval,Ovate (Egg Wide at Base),Denticulate,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Waxy,White,N/A,Seeds,Nut,Gravity,Single,Disc,Small (5-10mm),Oval,Dusty,Terminal,Sweet,Perennial (Yearly),Waxy,Brown,Mottled,1-3,2-4,Photo / Chemo-Synthetic,Motile,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tubers,Flaky,Green,N/A,Other,Green,N/A,Scaly,Violet,N/A,Broad,Terminal,Deltoid (Triangular),Dentate,Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Flaky,Brown,N/A,Suckers,Fruit,Water,Pairs,Sphere,Tiny (<5mm),Curly,Veined,Terminal,Sweet,Perennial (Yearly),Rough,Silver,Mimicry & Stripes,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Steeped,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Waxy,Gold,N/A,Smooth,Silver,N/A,Smooth,Copper & Yellow,Solid,Compound,Terminal,Lanceolate (Pointed at Both Ends),Serate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Rough,Yellow,N/A,Suckers,Nut,Gravity,Bunches,Sphere,Tiny (<5mm),Curly,Velvety,Regular Interval,Sweet,Other,Smooth,Yellow,Stripes,1-3,1,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,Medicinal / Other,Bath,Galactagogue,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Re-Roll,
Woody,Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Ordered,Fibrous,Smooth,Green,N/A,Scaly,Grey,N/A,Smooth,Red,N/A,Compound,Regular Interval,Spatulate (Spoon),Smooth,Scaly,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Green,N/A,Suckers,Nut,Wind,Pairs,Sphere,Avg. (1-5cm),Oval,Velvety,Random Interval,Musky,Perennial (Yearly),Rough,Red,Blushed,0,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Rubbed,Astringent,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Terrestrial,Forest / Jungle & Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Smooth,Red,N/A,Smooth,Copper,N/A,Smooth,Green,N/A,None,Terminal,Lanceolate (Pointed at Both Ends),Sinuate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Brown,N/A,Seeds,Nut,Gravity,Bunches,Bell,Avg. (1-5cm),Blade,Waxy,Random Interval,Sweet,Annual (Once),Smooth,Brown,Blushed,4-9,0,Decay,Heat,Non-Sentient,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Tap,Waxy,Grey,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Broad,Regular Interval,Rhomboid (Diamond),Ciliate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Waxy,Green,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Touch,Sentient,Instinctual,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Narcotic,Non-Edible,N/A,N/A,
Algae,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Large (1-10m),Colonial Mass,Random,None,Smooth,Blue,N/A,Smooth,Violet,N/A,Smooth,Brown,N/A,None,Random Interval,Cuneate (Wedge Accute Base),Lobate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Rough,Grey,N/A,Budding / Fragmentation,Spore,Animal,Bunches,Complex,Large (5-10cm),Curly,Veined,Terminal,None,Annual (Once),Smooth,Brown,Iridescent,4-9,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Unique (Extremely Limited Area),Solitary (1-2),Tiny (<5cm),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Smooth,Yellow,N/A,Smooth,Blue,N/A,Broad,Terminal,Pinnatisect (Deep Opposite Lobing),Sinuate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Black,N/A,Budding / Fragmentation,Fruit,Animal,Other,Sphere,Small (5-10mm),Round,Smooth,Terminal,Sweet,Annual (Once),Waxy,Brown,Stripes,10+,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Crushed,Calmative,
Herbaceous,Aquatic,Salt Water,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Waxy,Brown,N/A,Smooth,Green,N/A,Smooth,Silver,N/A,Broad,Terminal,Elliptic (Oval Small or No Point),Sinuate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Rough,Violet,N/A,Other,Fruit,Animal,Compound,Disc,Avg. (1-5cm),Oval,Scaly,Terminal,Sweet,Annual (Once),Smooth,Grey,Solid,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Rubbed,Mucilaginous,Medicinal / Other,Infusion,Caustic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Infusion,Abortifacient,Edible,Raw,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Radial,Tap,Smooth,Brown,N/A,Smooth,Green,N/A,Smooth,Silver & Blue,Stripes,Compound,Stem / Trunk,Acuminate (Taper to Long Point),Undulate,Waxy & Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Waxy,Orange,N/A,Seeds,Grain,Animal,Bunches,Funnel,Large (5-10cm),Wavy,Sticky,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Black,Iridescent & Blushed,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Syrup,Cathartic,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Steeped,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,Radial,Tap,Smooth,Grey,N/A,Smooth,White,N/A,Waxy,Brown,N/A,Broad,Terminal,Palmate (Hand-Like),Dentate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Silver,N/A,Suckers,Fruit,Gravity,Pairs,Bell,Avg. (1-5cm),Blade,Veined,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Luminescent,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Whole,Glue,Non-Edible,N/A,N/A,Medicinal / Other,Bath,Purgative,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Bath,Diaphoretic,
Herbaceous,Terrestrial,Mountains,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Ordered,Tap,Smooth,Green,N/A,Flaky,Red,N/A,Waxy,Violet,N/A,Compound,Branch Points,Truncate (Squared off Apex),Dentate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Other,Green,N/A,Suckers,Fruit,Water,Pairs,Complex,Large (5-10cm),Wavy,Veined,Regular Interval,Foul,Annual (Once),Smooth,Yellow & Grey,Translucent,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Demulcent,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Rough,Gold,N/A,Rough,Copper,N/A,Waxy,Orange,N/A,Broad,Regular Interval,Elliptic (Oval Small or No Point),Lobate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,White,N/A,Seeds,Fruit,Gravity,Single,Bell,Large (5-10cm),Oval & Toothed,Velvety,Random Interval,Foul,Perennial (Yearly),Smooth,White & Violet,Night Blooming,10+,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Nutritious / Tasty,Dried,N/A,Edible,Roasted,N/A,
