1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Desert / Waste,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Waxy,Yellow,N/A,Smooth,Green,N/A,Smooth,Copper,N/A,Compound,Branch Points,Flabellate (Fan Shaped),Lobate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Yellow,N/A,Budding / Fragmentation,Spore,Gravity,Single,Disc,Small (5-10mm),Curly,Veined,Random Interval,Sweet,Perennial (Yearly),Smooth,Grey,Solid,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Antiphlogistic,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Syrup,Vulnerary,Medicinal / Other,Ground,Detergent,
Fungus,Sub-Terrestrial,Hills / Scrub,Rare,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Flaky,Black,N/A,Other,Green,N/A,Blades,Terminal,Linear (Parallel Margins & Elongate),Serate,Sticky,None,Clusters (6+),Other,Orange,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Syrup,Emmenagogue,
Woody,Terrestrial,Desert / Waste,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Scaly,Yellow,N/A,Rough,Black,N/A,Rough,Green,N/A,Compound,Random Interval,Obcordate (Heart Stem at Point) & Reniform (Kidney),Lobate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough,Yellow,N/A,Suckers,Fruit,Animal,Single,Funnel,Tiny (<5mm),Curly & Thread,Dusty,Random Interval,Sweet,Other,Flaky,Green,Translucent,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Infusion,Astringent,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Rough,Gold,N/A,Rough,Orange & Green,Luminescent,Flaky,Yellow,N/A,Compound,Branch Points,Lobed (Deeply Indented Margins),Smooth & Sinuate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Pairs (2),Rough,Grey,N/A,Seeds,Fruit,Animal,Spray,Bell,Avg. (1-5cm),Oval,Waxy,Branch Points,Foul,Other,Flaky,Green,Patches,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Blanched,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Scaly,Yellow,N/A,Smooth,Green,N/A,Smooth,White & Yellow,Phases,Compound,Random Interval,Palmate (Hand-Like),Smooth,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Waxy,Violet,N/A,Seeds,Fruit,Animal,Pairs,Bell,Avg. (1-5cm),Blade,Smooth,Branch Points,Foul,Annual (Once),Smooth,White & Silver,Night Blooming,10+,2-4,Predaceous,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Bath,Wax,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Bath,Febrifuge,Edible,Raw,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Brown,N/A,Other,Green,N/A,Smooth,Yellow,N/A,Compound,Terminal,Subulate (Awl),Sinuate,Error: Roll Out of Range,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Orange,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Sub-Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Scaly,Black,N/A,Smooth,Orange,N/A,Smooth,Silver,N/A,Compound,Terminal,Palmate (Hand-Like),Lobate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2) & Clusters (6+),Smooth,Black,N/A,Suckers,Grain,Animal,Spray,Disc,Small (5-10mm),Blade,Smooth,Stem / Trunk,Musky,Annual (Once),Smooth,Red,Solid,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Fomentation,Cathartic,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Poison,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Huge (>10m),Stem / Trunk,Random,Fibrous,Smooth,Red,N/A,Smooth & Smooth,Violet,N/A,Waxy,Gold,N/A,Compound,Regular Interval,Obcordate (Heart Stem at Point),Ciliate,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Orange,N/A,Seeds,Fruit,Animal,Bunches,Disc,Large (5-10cm),Blade,Velvety,Terminal,Foul,Annual (Once),Smooth,White & Black,Spotted,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible & Edible,N/A,N/A,Medicinal / Other,Crushed,Narcotic,Edible,Ground,N/A,Edible,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Glue,Medicinal / Other,Syrup,Adjuvant,
Woody,Terrestrial,Forest / Jungle,Uncommon,Small Patch (1-12),Huge (>10m),Stem / Trunk,Radial,Tap,Smooth,Green,N/A,Rough,Brown,N/A,Smooth,Green & Brown,Blushed,Broad,Terminal,Orbicular (Circular),Undulate,Waxy,None,Singles (1),Rough,Green,N/A,Seeds,Nut,Animal,Single,Funnel,Small (5-10mm),Feathery,Velvety,Branch Points,Sweet,Other,Rough,Orange,Spotted,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Adjuvant,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth & Scaly,Green & Black,Spotted,Scaly,Green,N/A,Smooth,Red,N/A,Needles,Terminal,Subulate (Awl),Denticulate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Seeds,Nut,Gravity,Single,Disc,Small (5-10mm),Toothed,Velvety & Smooth,Terminal,Foul,Perennial (Yearly),Scaly,Silver,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Wash,Nervine,
Herbaceous,Aquatic,Fresh Water,Very Common,Solitary (1-2),Tiny (<5cm),Creeper Vine,Random,Tubers,Smooth,Violet,N/A,Smooth,Black,N/A,Waxy,Green & Blue,Blushed,Broad,Terminal,Cordate (Heart Stem in Cleft),Undulate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Red,N/A,Seeds,Grain,Water,Compound,Disc,Avg. (1-5cm),Oval & Curly,Scaly,Regular Interval,Foul,Annual (Once),Smooth,Gold,Translucent,0,2-4,Photo / Chemo-Synthetic,Motile,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Bath,Vasodialator,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Mountains,Uncommon,Medium Patch (12-120),Large (1-10m),Creeper Vine,Random,Fibrous,Rough,Green,N/A,Rough,White,N/A,Smooth,Blue & Blue,Spotted,Compound,Branch Points,Falcate (Sickle),Sinuate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Rough,Black,N/A,Seeds,Fruit,Water,Single,Funnel,Avg. (1-5cm),Curly & Blade,Velvety,Stem / Trunk,Sweet,Perennial (Yearly),Flaky,Violet,Solid,4-9,1,Parasitic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Vapor / Smoke,Laxative,Edible,Boiled,N/A,Edible,Boiled,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Small Patch (1-12),Tiny (<5cm),Multiple Stems / Trunks & Creeper Vine,Radial,Fibrous,Waxy,Brown,N/A,Smooth,Silver,N/A,Smooth,Violet,N/A,Broad,Random Interval,Subulate (Awl),Lobate,Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Yellow,N/A,Suckers,Grain,Animal,Spray,Funnel,Small (5-10mm),Blade,Velvety,Random Interval,Musky,Perennial (Yearly),Smooth,Gold,Phases,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Anesthetic,Medicinal / Other,Powder,Anticoagulant,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Fomentation,Galactagogue,
Fungus,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Other,Black,N/A,Flaky,Red,N/A,Scales,Terminal,Palmate (Hand-Like),Serate,Re-Roll & Hairy,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Smooth,Green,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Uncommon,Solitary (1-2),Large (1-10m),Creeper Vine,Ordered,Tap,Rough,Violet,N/A,Rough,Violet & Black,Blushed,Rough,Yellow,N/A,Broad,Regular Interval,Rhomboid (Diamond),Ciliate,Smooth,Reticulate (Smaller Veins Forming a Network),Singles (1),Flaky,Green,N/A,Suckers,Nut,Wind,Single,Disc,Avg. (1-5cm),Toothed,Dusty,Random Interval,Foul,Annual (Once),Scaly,Black,Patches,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Emollient,Medicinal / Other,Essence,Anodyne,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Waxy,Brown,N/A,Smooth,Gold,N/A,Smooth,Yellow,N/A,Compound,Terminal,Flabellate (Fan Shaped),Smooth,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+) & Whorls (3-5),Waxy,Orange,N/A,Seeds,Grain,Gravity,Bunches,Cone,Avg. (1-5cm),Oval,Sticky,Random Interval,Other / Specific,Poly-Annual (2-7 Years),Waxy,Green,Phases,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Sentient,Instinctual,Nutritious / Tasty,Ground,N/A,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Decoction,Emetic,Edible,Steeped,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Yellow,N/A,Smooth,Black,N/A,Rough,Green,N/A,Compound,Terminal,Pedate (Palmate Divided Latteral Lobes),Sinuate,Error: Roll Out of Range,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Black,N/A,Seeds,Grain,Wind,Spray,Spike,Avg. (1-5cm),Blade,Sticky,Branch Points,Sweet,Other,Smooth,Green,Spotted,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Decoction,Nephretic,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Cold Extract,Colorant,
Algae,Aquatic,Salt Water,Common,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Ordered,None,Smooth,Copper,N/A,Other,Blue,N/A,Smooth,Yellow,N/A,None,Terminal,Lobed (Deeply Indented Margins),Crenate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Scaly,Violet,N/A,Budding / Fragmentation,Spore,Wind,Bunches,Cone,Small (5-10mm),Round,Smooth & Velvety,Branch Points,Other / Specific,Poly-Annual (2-7 Years),Smooth,Gold,Solid,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Tincture,Anodyne,
Woody,Terrestrial,Hills / Scrub,Rare,Solitary (1-2),Large (1-10m),Stem / Trunk,Radial,Fibrous,Rough,White,N/A,Rough,Red,N/A,Rough,Silver,N/A,Broad,Terminal,Deltoid (Triangular),Lobate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Rough,Orange,N/A,Seeds,Nut,Animal,Bunches,Cone,Avg. (1-5cm),Curly,Waxy,Random Interval,None,Other,Scaly,Brown & Brown,Phases,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Unique (Extremely Limited Area),Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Fibrous,Smooth,Orange,N/A,Waxy,White,N/A,Smooth,Green,N/A,Blades,Terminal,Rhomboid (Diamond),Crenate,Hairy,Reticulate (Smaller Veins Forming a Network),Pairs (2),Waxy,Gold,N/A,Seeds,Grain,Gravity,Compound,Disc,Avg. (1-5cm),Wavy,Veined,Terminal,Foul,Annual (Once),Smooth,Silver,Night Closing,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Poultice,Wax,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Tubers,Smooth,White,N/A,Waxy,Green,N/A,Smooth,Black,N/A,Broad,Branch Points,Acicular (Needle),Undulate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Yellow,N/A,Budding / Fragmentation,Fruit,Water,Spray,Cone,Avg. (1-5cm),Toothed,Hairy,Terminal,Sweet,Annual (Once),Other,Green,Blushed,4-9,2-4,Decay,Light,Non-Sentient,N/A,Medicinal / Other,Powder,Depurative,Medicinal / Other,Cold Extract,Re-Roll,Medicinal / Other,Other,Diaphoretic,N/A,N/A,N/A,Medicinal / Other,Infusion,Antinauseant,Medicinal / Other,Re-Roll,Digestive,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Rough,Green,N/A,Waxy,Silver,N/A,Smooth,Gold,N/A,Compound,Branch Points,Linear (Parallel Margins & Elongate),Dentate,Waxy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Rough,Brown,N/A,Seeds,Nut,Animal,Bunches,Cone,Avg. (1-5cm),Blade,Waxy,Terminal,Sweet,Perennial (Yearly),Flaky,Silver,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle & Forest / Jungle,Uncommon,Small Patch (1-12),Tiny (<5cm),Creeper Vine & Stem / Trunk,Random,Fibrous,Smooth,Red,N/A,Rough,Yellow,N/A,Waxy,Red,N/A,None,Terminal,Obtuse (Bluntly Tipped),Dentate,VelvetyDusty & Scaly,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Flaky,Green,N/A,Seeds,Grain,Animal,Spray,Funnel,Large (5-10cm),Wavy,Sticky,Regular Interval,Foul,Perennial (Yearly),Smooth & Rough,Brown,Patches,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Large (1-10m),Stem / Trunk,Radial,Fibrous,Smooth,Gold,N/A,Smooth,Silver,N/A,Waxy,Orange,N/A,Broad,Stem / Trunk,Reniform (Kidney),Smooth,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Brown,N/A,Suckers,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible & Edible,N/A,N/A,Medicinal / Other,Other,Errihine,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Fibrous,Other,Green,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Broad,Regular Interval,Ovate (Egg Wide at Base),Lobate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Waxy,White,N/A,Suckers,Grain,Gravity,Spray,Sphere,Tiny (<5mm),Oval,Hairy,Terminal,Foul,Perennial (Yearly),Waxy,Yellow,Phases,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Infusion,Depurative,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Irritant,Medicinal / Other,Cold Extract,Stomachic,
Herbaceous,Terrestrial,Desert / Waste,Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Brown,N/A,Smooth,Green,N/A,Scaly,Brown,N/A,Broad,Terminal,Lobed (Deeply Indented Margins),Sinuate,Sticky,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Brown,N/A,Seeds,Fruit,Animal,Single,Bell,Avg. (1-5cm),Oval,Hairy,Regular Interval,Musky,Annual (Once),Smooth,White,Translucent,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Nervine,Medicinal / Other,Powder,Alterative,Medicinal / Other,Bath,Antiscrufulous,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Tap,Smooth,Blue,N/A,Smooth,Violet,N/A,Smooth,Blue,N/A,Broad,Random Interval,Ovate (Egg Wide at Base),Dentate,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Brown,N/A,Seeds,Grain,Water,Bunches,Bell,Large (5-10cm),Blade,Veined,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Gold,Solid,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Bath,Wax,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Ground,Counterirritant,
Woody,Terrestrial,Plains / Savannah & Plains / Savannah,Uncommon,Solitary (1-2),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Flaky,Black,N/A,Other,Green,N/A,Other,Green,N/A,Compound,Branch Points,Acicular (Needle),Dentate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Smooth,White,N/A,Seeds,Nut,Gravity,Pairs,Disc,Small (5-10mm),Blade,Velvety,Terminal,Musky,Poly-Annual (2-7 Years),Smooth,Green,Blushed,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Very Common,Solitary (1-2),Tiny (<5cm),Multiple Stems / Trunks,Random,Tap,Waxy,Silver,N/A,Waxy,Black,N/A,Other,Green & Silver,Stripes,Broad,Terminal,Spear-Shaped (Pointed Barbbed-Base),Undulate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Smooth,Green,N/A,Seeds,Grain,Water,Pairs,Bell,Small (5-10mm),Oval & Curly,Scaly,Terminal,Musky,Other,Smooth,Violet,Iridescent,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Desert / Waste,Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Random,Tap,Flaky,Brown,N/A,Rough,Copper & Yellow,Luminescent,Rough,Black,N/A,Compound,Stem / Trunk,Truncate (Squared off Apex),Sinuate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough & Smooth,Brown,N/A,Seeds,Spore,Wind,Single,Funnel,Small (5-10mm),Thread,Waxy,Branch Points,None,Annual (Once),Waxy,Green,Blushed,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Cold Compress,Bitter,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Bath,Refridgerant,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Algae,Aquatic,Salt Water,Common,Medium Patch (12-120),Tiny (<5cm),Multiple Stems / Trunks,None,None,Smooth,Copper,N/A,Smooth,Green,N/A,Rough,Green,N/A,None,Terminal,Elliptic (Oval Small or No Point),Dentate & Dentate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth & Smooth,Green,N/A,Budding / Fragmentation,Spore,Water,Pairs,Bell,Large (5-10cm),Feathery,Dusty,Stem / Trunk,Sweet,Annual (Once),Smooth,Green,Blushed,1-3,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Rare,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Rough,Yellow,N/A,Smooth,Green,N/A,Smooth,Copper & Brown,Stripes,Needles,Branch Points,Linear (Parallel Margins & Elongate),Undulate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Yellow,N/A,Seeds,Grain,Gravity,Spray,Bell,Small (5-10mm),Round & Curly,Waxy,Regular Interval,Other / Specific,Annual (Once),Smooth,Grey,Solid,0,5+,Predaceous,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Antiphlogistic,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Random,Fibrous,Scaly,Black,N/A,Rough,White,N/A,Smooth,Green,N/A,Broad,Random Interval,Truncate (Squared off Apex),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Green,N/A,Seeds,Fruit,Animal,Spray,Bell,Small (5-10mm),Oval,Velvety,Terminal,Foul,Perennial (Yearly),Scaly,White,Patches,0,2-4,Symbiotic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Juice,Demulcent,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,
Fungus,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,None,Bulb,Smooth,White,N/A,Smooth,Green,N/A,Waxy,Brown,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Serate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Red,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
