1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Forest / Jungle & Mountains,Very Rare,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Blue & Orange,Spotted,Smooth,Gold,N/A,Smooth,Orange,N/A,Broad,Terminal,Aristate (Spine-Like Tip),Denticulate,Scaly & Re-Roll,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Violet,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Blanched,N/A,
Algae,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Colonial Mass,Ordered,None,Scaly,Yellow,N/A,Smooth,Silver,N/A,Smooth,Green,N/A,None,Terminal,Poly-Foliate (2-7 Leaflets),Serate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Green,N/A,Budding / Fragmentation,Spore,Animal,Single,Bell,Small (5-10mm),Thread,Velvety,Regular Interval,Sweet,Perennial (Yearly),Smooth,Brown,Spotted,4-9,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Solitary (1-2),Huge (>10m),Stem / Trunk,Radial,Tap,Scaly,Yellow,N/A,Waxy,Red,N/A,Smooth,White,N/A,Broad,Random Interval,Poly-Foliate (2-7 Leaflets),Smooth,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Rough,Grey,N/A,Budding / Fragmentation,Nut,Animal,Single,Cone,Avg. (1-5cm),Curly,Scaly,Terminal,Musky,Perennial (Yearly),Scaly,Green,Night Closing,1-3,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Tundra & Plains / Savannah,Very Common,Small Patch (1-12),Large (1-10m),Stem / Trunk,Ordered,Fibrous,Smooth,Copper,N/A,Scaly,Violet,N/A,Rough,Gold,N/A,Needles,Terminal,Hastatae (Triangular Basal Lobes),Dentate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Rough,Green,N/A,Seeds & Seeds,Nut,Water,Single,Bell,Avg. (1-5cm),Round & Wavy,Dusty,Regular Interval,Musky,Other,Scaly,Green,Blushed,4-9,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Nutritious / Tasty,Ground,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Tiny (<5cm),Creeper Vine,Radial,Tubers,Smooth,Violet,N/A,Smooth,Brown,N/A,Waxy,White,N/A,Needles,Terminal,Acicular (Needle),Lobate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,Yellow,N/A,Suckers,Fruit,Gravity,Single,Disc,Small (5-10mm),Wavy,Velvety,Random Interval,None,Perennial (Yearly),Smooth,Black & Red,Solid,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Dried,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Nutritious / Tasty,Ground,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Huge (>10m),Colonial Mass,None,Tap,Smooth,Gold,N/A,Other,Silver,N/A,Smooth,Brown,N/A,Broad & Broad,Random Interval,Orbicular (Circular),Crenate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Smooth,Blue,N/A,Seeds,Grain,Gravity,Bunches,Bell,Tiny (<5mm),Round & Curly,Sticky,Random Interval,Foul,Annual (Once),Smooth,Green,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Grated,Antiperodic,N/A,N/A,N/A,Medicinal / Other,Other,Antiphlogistic,Non-Edible,N/A,N/A,Medicinal / Other,Crushed,Antiphlogistic,
Herbaceous,Sub-Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Smooth,Yellow,N/A,Smooth,Green,N/A,Flaky & Smooth,Green,N/A,Broad,Terminal,Pedate (Palmate Divided Latteral Lobes),Smooth,Smooth,Reticulate (Smaller Veins Forming a Network),Pairs (2),Smooth,Green,N/A,Budding / Fragmentation,Fruit,Gravity,Bunches,Disc,Small (5-10mm),Oval,Waxy,Terminal,Other / Specific,Other,Other,Brown,Stripes,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Compress,Narcotic,Medicinal / Other,Bath,Restorative,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,Random,Fibrous,Waxy,Yellow,N/A,Waxy,Yellow,N/A,Flaky,Blue,N/A,None,Regular Interval,Deltoid (Triangular),Serate,Hairy,None,Whorls (3-5),Waxy,Grey,N/A,Seeds,Fruit,Gravity,Bunches,Funnel,Tiny (<5mm),Thread,Waxy,Terminal,Sweet,Annual (Once),Rough,Brown,Blushed,4-9,5+,Decay,Gravity,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Other,Stimulant,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,None,Fibrous,Smooth,Blue,N/A,Smooth & Smooth,Orange,N/A,Smooth,Gold,N/A,Broad,Random Interval,Pedate (Palmate Divided Latteral Lobes),Undulate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Other,Brown,N/A,Seeds,Fruit,Water,Single,Disc,Avg. (1-5cm),Oval,Veined,Branch Points,Sweet,Annual (Once),Smooth,Orange,Solid & Translucent,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Antihydrotic,
Herbaceous,Aquatic,Salt Water,Uncommon,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Random,Rhizoid,Smooth,Gold,N/A,Smooth,Yellow,N/A,Smooth,Brown,N/A,Compound,Random Interval,Deltoid (Triangular),Crenate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Rough,Silver,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Extract,Antifungal,Nutritious / Tasty,Dried,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Huge (>10m),Creeper Vine,Radial,Tap,Smooth,Green,N/A,Waxy,Violet,N/A,Waxy,Violet,N/A,None,Random Interval,Acuminate (Taper to Long Point),Dentate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Green,N/A,Seeds,Grain,Gravity,Spray,Bell,Large (5-10cm),Round,Dusty,Regular Interval,Sweet,Annual (Once),Rough,Gold,Night Blooming,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Re-Roll,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ointment,Depurative,
Woody,Terrestrial,Plains / Savannah,Common,Small Patch (1-12),Large (1-10m),Multiple Stems / Trunks,Radial,Tap,Smooth,Green,N/A,Rough,Yellow,N/A,Smooth,Copper,N/A,Broad,Terminal,Lobed (Deeply Indented Margins),Serate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Scaly,Blue,N/A,Seeds,Spore,Gravity,Compound,Disc,Tiny (<5mm),Blade,Hairy,Terminal,None,Perennial (Yearly),Rough,Brown,Spotted,1-3,1,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Decoction,Re-Roll,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Huge (>10m),Creeper Vine,Radial,Tap,Waxy,Violet,N/A,Flaky,Green,N/A,Scaly,Blue,N/A,Broad,Regular Interval,Linear (Parallel Margins & Elongate),Spiny,Hairy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Rough,Green,N/A,Seeds,Nut,Water,Pairs,Disc,Avg. (1-5cm),Oval,Velvety,Random Interval,Sweet,Annual (Once),Waxy,Yellow,Luminescent,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Poultice,Anaphrodisiac,Edible,Dried,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Expectorant,
Woody,Terrestrial,Desert / Waste,Uncommon,Small Patch (1-12),Small (5-25cm),Multiple Stems / Trunks,Radial,Tap,Flaky,Copper,N/A,Scaly,Green,N/A,Flaky,Gold,N/A,Needles,Random Interval,Obovate (Egg Narrow at Base),Ciliate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Scaly,Violet,N/A,Suckers & Seeds,Fruit,Gravity,Pairs,Funnel,Small (5-10mm),Oval,Velvety,Branch Points,Sweet,Other,Smooth,Grey,Patches,1-3,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Other,Depressant,N/A,N/A,N/A,Medicinal / Other,Bath,Purgative,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Very Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Fibrous,Smooth,Green,N/A,Smooth,Green,N/A,Smooth & Waxy,Grey,N/A,Compound,Branch Points,Acuminate (Taper to Long Point),Denticulate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Violet,N/A,Budding / Fragmentation,Spore,Animal,Bunches,Bell,Avg. (1-5cm),Toothed,Waxy,Terminal,Musky,Perennial (Yearly),Flaky,Black,Iridescent,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Euphoriant,Medicinal / Other,Essence,Anodyne,N/A,N/A,N/A,N/A,N/A,N/A,Edible & Medicinal / Other,N/A,N/A,Edible,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,None,Fibrous,Smooth,White,N/A,Smooth,Gold,N/A,Waxy,Grey,N/A,Broad,Regular Interval,Poly-Foliate (2-7 Leaflets),Denticulate & Sinuate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Singles (1),Smooth,Brown,N/A,Seeds,Grain,Gravity,Single,Disc,Tiny (<5mm),Wavy,Scaly,Branch Points,Musky,Other,Smooth,Green,Spotted,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Deodorant,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Terrestrial,Forest / Jungle,Uncommon,Small Patch (1-12),Large (1-10m),Stem / Trunk,None,Fibrous,Other,Silver,N/A,Smooth,Green,N/A,Rough,Orange,N/A,None,Terminal,Rhomboid (Diamond),Sinuate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Red,N/A,Seeds,Spore,Wind,Single,Funnel,Avg. (1-5cm),Curly & Blade,Hairy,Terminal,Sweet,Annual (Once),Smooth,Orange,Spotted & Night Blooming,10+,2-4,Decay,None,Non-Sentient,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth,Green,N/A,Smooth,White,N/A,Flaky,Yellow,N/A,Compound,Stem / Trunk,Ovate (Egg Wide at Base),Serate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Scaly,Red & Green,Solid,Suckers,Nut,Wind,Single,Cone,Avg. (1-5cm),Round,Velvety,Branch Points,None,Perennial (Yearly),Waxy,Violet,Luminescent,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Steeped,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Small (5-25cm),Stem / Trunk,Radial,Bulb,Rough,Green,N/A,Smooth,Green,N/A,Smooth,Green & Brown,Spotted,Blades,Branch Points,Palmate (Hand-Like),Smooth,Hairy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Orange,N/A,Budding / Fragmentation,Grain,Other,Spray,Bell,Huge (>10cm),Blade,Hairy,Branch Points,Sweet,Annual (Once),Smooth,Silver,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Medicinal / Other,Poultice,Vesicant,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Rhizoid,Other,Silver,N/A,Smooth,Gold,N/A,Smooth,White,N/A,Compound,Regular Interval,Ovate (Egg Wide at Base),Lobate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Scaly,Green,N/A,Suckers,Fruit,Animal,Pairs,Funnel,Avg. (1-5cm),Thread,Veined,Random Interval,Sweet,Annual (Once),Other,Green,Solid,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Ground,Stimulant,Non-Edible,N/A,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Radial,Bulb,Waxy,Brown,N/A,Smooth,Grey,N/A,Smooth,Green,N/A,Scales,Regular Interval,Spear-Shaped (Pointed Barbbed-Base),Sinuate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Rough,Green,N/A,Suckers,Spore,Gravity,Bunches,Complex,Avg. (1-5cm),Toothed,Veined,Branch Points,Sweet,Perennial (Yearly),Waxy,Green & Yellow,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Bath,Anesthetic,
Fungus,Terrestrial,Mountains,Common,Large Patch (120+),Small (5-25cm),Colonial Mass,None,Bulb,Smooth,Black,N/A,Smooth,Silver,N/A,Smooth,Violet,N/A,Broad,Terminal,Palmate (Hand-Like),Sinuate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Smooth,Copper,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Decoction,Nauseant,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Tap,Smooth,White,N/A,Smooth,Brown & Brown,Solid & Translucent,Smooth,Green,N/A,Broad,Terminal,Elliptic (Oval Small or No Point),Dentate & Spiny,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+) & Pairs (2),Waxy,Brown & Silver,Luminescent,Seeds,Fruit,Animal,Pairs,Bell,Avg. (1-5cm),Oval,Waxy,Random Interval,Sweet,Perennial (Yearly),Smooth,Grey,Spotted,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Disinfectant,Medicinal / Other,Ground,Refridgerant,
Woody,Terrestrial,Hills / Scrub,Very Common,Small Patch (1-12),Huge (>10m),Stem / Trunk,Radial,Tubers,Flaky,Brown,N/A,Smooth,Orange,N/A,Flaky,Brown,N/A,Broad,Random Interval,Acuminate (Taper to Long Point),Serate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Scaly,Orange & Yellow,Solid,Suckers,Fruit,Gravity,Single,Bell,Large (5-10cm),Oval & Thread,Smooth,Random Interval,Other / Specific,Poly-Annual (2-7 Years),Smooth,Yellow,Mottled,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Coagulant,Medicinal / Other,Cold Extract,Laxative,Edible,Dried,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Antispasmodic,Medicinal / Other,Wash,Carminative,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Tap,Smooth,Orange,N/A,Scaly,White,N/A,Flaky,Violet,N/A,Compound,Regular Interval,Lanceolate (Pointed at Both Ends),Denticulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough,Yellow,N/A,Seeds,Nut,Animal,Single,Funnel,Small (5-10mm),Oval,Velvety,Terminal,Musky,Poly-Annual (2-7 Years),Rough,Silver,Mottled,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Rubbed,Deodorant,N/A,N/A,N/A,Medicinal / Other,Infusion,Antinauseant,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Other,Yellow & Black,Spotted,Waxy,Green,N/A,Compound,Branch Points,Spear-Shaped (Pointed Barbbed-Base),Sinuate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Waxy & Smooth,Green,N/A,Seeds,Fruit,Animal,Spray,Disc,Tiny (<5mm),Thread,Waxy,Branch Points,Sweet,Poly-Annual (2-7 Years),Scaly,Violet,Night Closing,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Ground,N/A,Medicinal / Other,Syrup,Emollient,N/A,N/A,N/A,Edible,Blanched,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Small (5-25cm),Stem / Trunk,None,Rhizoid,Smooth & Other,Green,N/A,Smooth,Copper,N/A,Waxy,Yellow,N/A,Needles,Terminal,Elliptic (Oval Small or No Point),Spiny & Sinuate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Gold,N/A,Seeds,Grain,Animal,Bunches,Disc,Avg. (1-5cm),Wavy,Hairy,Branch Points,Foul,Annual (Once),Smooth,Green,Solid,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Rubefacient,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Small Patch (1-12),Huge (>10m),Stem / Trunk,Random,Fibrous,Smooth,Copper,N/A,Smooth,Blue,N/A,Smooth,Violet & Green,Luminescent,Broad,Terminal,Flabellate (Fan Shaped),Smooth,Error: Roll Out of Range,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Yellow,N/A,Seeds,Grain,Wind,Bunches,Bell,Avg. (1-5cm),Round,Smooth,Terminal,Musky,Annual (Once),Smooth,Yellow,Spotted,4-9,5+,Photo / Chemo-Synthetic,Motile,Non-Sentient,N/A,Medicinal / Other,Powder,Hypnotic,Edible,Steeped,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Edible,Blanched,N/A,Medicinal / Other,Ground,Vermifuge,
Woody,Terrestrial,Forest / Jungle,Rare,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Rough,Copper & Yellow,Solid,Rough,Yellow,N/A,Rough,Orange,N/A,Compound,Random Interval,Lobed (Deeply Indented Margins),Lobate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+) & Whorls (3-5),Smooth,Copper,N/A,Seeds,Nut,Wind,Pairs,Cone,Avg. (1-5cm),Blade,Dusty,Branch Points,Sweet,Poly-Annual (2-7 Years),Rough,Green,Mimicry,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Syrup,Cardiac,Non-Edible,N/A,N/A,Medicinal / Other,Juice,Hypnotic,
Herbaceous,Aquatic,Fresh Water,Common,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Ordered,Tap,Waxy,Brown,N/A,Smooth,Green,N/A,Smooth,Black,N/A,Compound,Terminal,Acicular (Needle),Smooth,Smooth,Arcute (Secondary Veins Bending Towards Apex),Pairs (2) & Clusters (6+),Smooth,Brown,N/A,Seeds,Fruit,Animal,Compound,Complex,Small (5-10mm),Toothed,Dusty,Terminal,Sweet,Annual (Once),Smooth,Red,Solid,4-9,1,Symbiotic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Cold Compress,Febrifuge,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Rare,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Broad,Random Interval,Subulate (Awl) & Obcordate (Heart Stem at Point),Denticulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Waxy,Black,N/A,Suckers,Grain,Gravity,Spray,Complex,Small (5-10mm),Oval,Velvety,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Smooth,Gold,Night Blooming & Solid,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Caustic,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Powder,Emmenagogue,
Herbaceous,Aquatic,Salt Water,Common,Large Patch (120+),Small (5-25cm),Creeper Vine,Random,Tap,Smooth,White,N/A,Smooth,Gold,N/A,Waxy,Green,N/A,Broad,Branch Points,Lanceolate (Pointed at Both Ends),Ciliate,Smooth,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Green,N/A,Budding / Fragmentation,Grain,Wind,Compound,Sphere,Large (5-10cm),Wavy,Waxy,Branch Points,None,Other,Waxy & Scaly,Brown,Patches,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tubers,Waxy,Green,N/A,Smooth,Green,N/A,Scaly,Green,N/A,Broad,Terminal,Truncate (Squared off Apex),Ciliate,Re-Roll & Sticky,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Copper,N/A,Budding / Fragmentation,Grain,Water,Pairs,Complex,Avg. (1-5cm),Wavy,Velvety,Random Interval,Sweet,Annual (Once),Smooth,Grey,Blushed,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ointment,Soporific,N/A,N/A,N/A,Medicinal / Other,Infusion,Errihine,Nutritious / Tasty,Ground,N/A,Medicinal / Other,Crushed,Re-Roll,
